Job_title,Company_name,Required_time_experience,Salary,Job_location,Skill
Developer - L2,Wipro,1-3 Yrs,Not Provided,Mumbai,"Sql, Root Cause Analysis, Software Development Life Cycle, Design, Software Development, Programming, Programming Languages, Digital Transformation"
TECHNO FUNCTIONAL CONSULTANT L2,Wipro,8-10 Yrs,Not Provided,Mumbai,"Architecture, Automation Tools, Design, Automation, Erp, Business Processes, Intranet, Process Optimization"
Network Engineer - L2,Wipro,3-5 Yrs,Not Provided,Mumbai,"Technical Support, Wireless, Design, Networking, Digital Transformation, Network Troubleshooting, Troubleshooting, Ccnp"
Microsoft Active Directory Admin,Wipro,5-8 Yrs,Not Provided,Mumbai,"Active Directory, Automation, Erp, Architecture, Digital Transformation, Architectural Design, Maintenance, Automation Tools"
Technical Lead - L1,Wipro,4-9 Yrs,Not Provided,Mumbai,"Technical Lead, Design, Customer Service, Compliance, Technical Support, Legal, Sla, Digital Transformation"
TEST ENGINEER L3(CONTRACT),Wipro,3-5 Yrs,Not Provided,Mumbai,"Sla, Design, Automation, Test Management, Digital Transformation, Qualityassurance, L3, Software testing"
SECURITY ARCHITECT L1,Wipro,8-10 Yrs,Not Provided,Mumbai,"Compliance, Change Management, Csat, Architecture, Network Security, Technical Leadership, Endpoint Security, Configuration Management"
Developer - L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Crm, Root Cause Analysis, Software Development Life Cycle, Software Development, Programming, Programming Languages, Digital Transformation, Microsoft Dynamics"
LEAD ADMINISTRATOR L1,Wipro,5-8 Yrs,Not Provided,Mumbai,"Compliance, Root Cause Analysis, Automation, Architecture, Windows Server, Disaster Recovery, Talent Management, Digital Transformation"
TECHNICAL LEAD L1,Wipro,5-8 Yrs,Not Provided,Mumbai,"Technical Lead, Design, Customer Service, Compliance, Technical Support, Legal, Sla, Digital Transformation"
Network Lead,Wipro,5-8 Yrs,Not Provided,Mumbai,"Firewall, Wireless, Design, Vpn, Pls, Cisco, Digital Transformation, Domain Knowledge"
ADMINISTRATOR L1,Wipro,1-6 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Configuring, Digital Transformation, Ims, Digital, Client"
Windows Server Admin,Wipro,5-8 Yrs,Not Provided,Mumbai,"Windows Server, Root Cause Analysis, Automation, Time Management, Powershell, Sla, Digital Transformation, Vmware"
TECHNICAL LEAD L1,Wipro,5-8 Yrs,Not Provided,Mumbai,"Technical Lead, Design, Customer Service, Websphere, Compliance, Technical Support, Legal, Sla"
CYBER SECURITY ANALYST L1,Wipro,2-6 Yrs,Not Provided,Mumbai,"Firewalls, Root Cause Analysis, Information Security, Disaster Recovery, Security Awareness, Cybersecurity, Digital Transformation, Maintenance"
ADMINISTRATOR L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Windows Server, Configuring, Digital Transformation, Ims, L3"
HP Data Protector Backup Specialist,Wipro,5-8 Yrs,Not Provided,Mumbai,"Vmware, Media Management, Root Cause Analysis, Design, Automation, Media, Disaster Recovery, Digital Transformation"
DEVELOPER L3(CONTRACT),Wipro,3-5 Yrs,Not Provided,Mumbai,"Mern, Root Cause Analysis, Software Development Life Cycle, Design, Software Development, Programming, Programming Languages, Digital Transformation"
Juniper Routing & Switching Engineer,Wipro,5-8 Yrs,Not Provided,Mumbai,"Switching, Change Management, Root Cause Analysis, Wireless, Team Management, Compliance, Audit Compliance, Configuring"
ADMINISTRATOR L3(CONTRACT),Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Websphere, Configuring, Digital Transformation, Ims, Client"
SYSTEM ENGINEER L2(CONTRACT),Wipro,1-3 Yrs,Not Provided,Mumbai,"Technical Support, Design, Communication Skills, Remote Support, Vpn, Digital Transformation, Operating System, Research"
ADMINISTRATOR L3(CONTRACT),Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Windows Server, Configuring, Digital Transformation, Ims, Microsoft Windows"
ADMINISTRATOR L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Configuring, Digital Transformation, Ims, Digital, Client"
ADMINISTRATOR L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Oracle Database, Configuring, Digital Transformation, Oracle, Ims"
ADMINISTRATOR L3(CONTRACT),Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Oracle Database, Configuring, Digital Transformation, Oracle, Ims"
TOOLS ENGINEER L3(CONTRACT),Wipro,3-5 Yrs,Not Provided,Mumbai,"Operating Systems, Design, Digital Transformation, Troubleshooting, L3, Tools, Contracts, Transformation"
LEAD ADMINISTRATOR L1,Wipro,5-8 Yrs,Not Provided,Mumbai,"Compliance, Root Cause Analysis, Automation, Architecture, Disaster Recovery, Talent Management, Digital Transformation, Architectural Design"
Cyber Security Analyst - L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Firewalls, Root Cause Analysis, Information Security, Disaster Recovery, Security Awareness, Cybersecurity, Digital Transformation, Maintenance"
LEAD ADMINISTRATOR L2,Wipro,8-10 Yrs,Not Provided,Mumbai,"Compliance, Root Cause Analysis, Automation, Architecture, Oracle Database, Disaster Recovery, Talent Management, Digital Transformation"
ADMINISTRATOR L2,Wipro,1-3 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Configuring, Digital Transformation, Ims, Sql, Digital"
ADMINISTRATOR L1(CONTRACT),Wipro,2-7 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Configuring, Digital Transformation, Ims, Transformation, Administration"
System Engineer L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Technical Support, Design, Communication Skills, Remote Support, Vpn, Digital Transformation, Operating System, Research"
Windows Server Admin,Wipro,12-17 Yrs,Not Provided,Mumbai,"Windows Server, Architecture, Networking, Debugging, Vapt, Dns, Diagnostic, System Administration"
Administrator - L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Contact Center, Cloud, Configuring, Digital Transformation, Cloud Contact Center"
Senior Java developer,Wipro,3-5 Yrs,Not Provided,Mumbai,"Java Developer, Root Cause Analysis, Software Development Life Cycle, Java, Software Development, Programming, Programming Languages, Digital Transformation"
Administrator - L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Contact Center, Cloud, Configuring, Digital Transformation, Cloud Contact Center"
Senior Java developer,Wipro,3-5 Yrs,Not Provided,Mumbai,"Java Developer, Root Cause Analysis, Software Development Life Cycle, Java, Software Development, Programming, Programming Languages, Digital Transformation"
ADMINISTRATOR L2(CONTRACT),Wipro,1-3 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, It Service Management, Servicenow, Configuring, Digital Transformation, Service Management"
Windows Server Admin,Wipro,5-8 Yrs,Not Provided,Mumbai,"Windows Server, Administration, Automation, Windows Active Directory, Dns, Application Monitoring, Digital Transformation, Vmware"
Administrator L1,Wipro,1-6 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Configuring, Digital Transformation, Ims, Remote Desktop, Digital"
LEAD ADMINISTRATOR L2,Wipro,8-10 Yrs,Not Provided,Mumbai,"Compliance, Root Cause Analysis, Automation, Architecture, Disaster Recovery, Talent Management, Digital Transformation, Middleware"
DEVELOPER L2,Wipro,1-3 Yrs,Not Provided,Mumbai,"Spring Boot, Root Cause Analysis, Software Development Life Cycle, Design, Software Development, Programming, Programming Languages, Digital Transformation"
Administrator L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Windows Server, Configuring, Digital Transformation, Ims, L3"
Developer L1,Wipro,1-6 Yrs,Not Provided,Mumbai,"Sql, Root Cause Analysis, Oracle Sql, Programming, Digital Transformation, Software Solutions, Operating Systems, Software Development Life Cycle"
Problem Manager - L2,Wipro,5-8 Yrs,Not Provided,Mumbai,"Compliance, Customer Service, It Operations, External Audit, It Operations Management, Sla, Digital Transformation, Strategic Planning"
ADMINISTRATOR L2(CONTRACT),Wipro,1-3 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Windows Server, Configuring, Digital Transformation, Ims, Transformation"
Administrator - L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Shell Scripting, Unix, Linux Administration, Administration, Power Systems, Solaris, Dns, Hacmp"
ADMINISTRATOR L2(CONTRACT),Wipro,1-3 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Mysql, Configuring, Digital Transformation, Ims, Client"
LEAD ADMINISTRATOR L2,Wipro,8-10 Yrs,Not Provided,Mumbai,"Compliance, Root Cause Analysis, Automation, Architecture, Disaster Recovery, Talent Management, Digital Transformation, Middleware"
Technical Delivery Manager,Wipro,8-10 Yrs,Not Provided,Mumbai,"Spring Boot, Enterprise Systems, Networking, System Software, Programming, Digital Transformation, Operating Systems, Communication Skills"
ADMINISTRATOR L2,Wipro,1-3 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Oracle Database, Configuring, Digital Transformation, Oracle, Ims"
CYBER SECURITY ANALYST L4,Wipro,5-8 Yrs,Not Provided,Mumbai,"Cybersecurity, Root Cause Analysis, Information Security, Disaster Recovery, Security Awareness, Digital Transformation, Maintenance, Recovery"
IBM MQ Infra Admin,Wipro,5-8 Yrs,Not Provided,Mumbai,"Compliance, Root Cause Analysis, Automation, Architecture, Disaster Recovery, Talent Management, Digital Transformation, Architectural Design"
ADMINISTRATOR L2(CONTRACT),Wipro,1-3 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Linux, Configuring, Digital Transformation, Ims, Digital"
DEVELOPER L2,Wipro,1-3 Yrs,Not Provided,Mumbai,"Java, Root Cause Analysis, Programming, Digital Transformation, Software Solutions, Operating Systems, Software Development Life Cycle, Design"
ADMINISTRATOR L2(CONTRACT),Wipro,1-3 Yrs,Not Provided,Mumbai,"Oracle, Root Cause Analysis, Change Management, Team Management, Servicenow, Sla Management, Itsm, Process Management"
ADMINISTRATOR L2(CONTRACT),Wipro,1-3 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Linux, Configuring, Digital Transformation, Ims, Client"
LEAD ADMINISTRATOR L1,Wipro,5-8 Yrs,Not Provided,Mumbai,"Compliance, Root Cause Analysis, Automation, Architecture, Disaster Recovery, Talent Management, Digital Transformation, Middleware"
TECHNICAL LEAD L1,Wipro,5-8 Yrs,Not Provided,Mumbai,"Technical Lead, Design, Customer Service, Compliance, Technical Support, Legal, Sla, Spring Boot"
ADMINISTRATOR L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Configuring, Digital Transformation, Active Directory, Ims, L3"
ASSOCIATE CONSULTANT - TECH & IMPL(CONTRACT),Wipro,1-3 Yrs,Not Provided,Mumbai,"Csat, Sales Opportunities, Knowledge Management, Banking, Data Collection, Digital Transformation, Research, Analytics"
FIRST LINE MANAGER (FLM) L2,Wipro,3-5 Yrs,Not Provided,Mumbai,"Compliance, Team Management, Leadership, Automation, It Operations, Coaching, It Operations Management, Talent Management"
ADMINISTRATOR L2,Wipro,1-3 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Windows Server, Configuring, Digital Transformation, Ims, Transformation"
ADMINISTRATOR L3(CONTRACT),Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Cloud, Configuring, Digital Transformation, Oracle, Ims"
ADMINISTRATOR L3(CONTRACT),Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Cloud, Configuring, Digital Transformation, Oracle, Ims"
ADMINISTRATOR L3(CONTRACT),Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Configuring, Digital Transformation, Ims, Digital, Contracts"
TECHNICAL LEAD L1,Wipro,5-8 Yrs,Not Provided,Mumbai,"Java, C#, Team Management, Hibernate, Sql Server, Technical Leadership, J2Ee, Troubleshooting"
ADMINISTRATOR L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Weblogic, Configuring, Digital Transformation, Ims, Digital"
TECHNO FUNCTIONAL CONSULTANT L2,Wipro,8-10 Yrs,Not Provided,Mumbai,"Architecture, Automation, Erp, It Operations, It Operations Management, Digital Transformation, Architectural Design, Maintenance"
DEVOPS ENGINEER L3(CONTRACT),Wipro,3-5 Yrs,Not Provided,Mumbai,"Devops Engineer, Root Cause Analysis, Customer Satisfaction, It Infrastructure, Digital Transformation, Devops, Operating Systems, Scripting"
ADMINISTRATOR L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Cisco, Configuring, Digital Transformation, Ims, Switching"
Technical Delivery Manager,Wipro,10-15 Yrs,Not Provided,Mumbai,"Architecture, Design, Java, It Management, Technical Support, Cloud, Spring Boot, Digital Transformation"
Security Architect L2,Wipro,10-15 Yrs,Not Provided,Mumbai,"Compliance, Change Management, Csat, Architecture, Network Security, Technical Leadership, Endpoint Security, Configuration Management"
TECHNICAL LEAD L1,Wipro,5-8 Yrs,Not Provided,Mumbai,"Technical Lead, Design, Customer Service, Compliance, Technical Support, Legal, Sla, Digital Transformation"
DEVOPS ENGINEER L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Devops Engineer, Root Cause Analysis, Customer Satisfaction, It Infrastructure, Digital Transformation, Devops, Operating Systems, Scripting"
DEVOPS ENGINEER L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Devops Engineer, Root Cause Analysis, Customer Satisfaction, It Infrastructure, Digital Transformation, Devops, Operating Systems, Scripting"
DOMAIN CONSULTANT L2,Wipro,5-8 Yrs,Not Provided,Mumbai,"Presales, Business Strategy, Design, Process Analysis, Bfsi, Business Process, Data Analysis, Digital Transformation"
DEVELOPER L3,Wipro,3-5 Yrs,Not Provided,Mumbai,".Net, Root Cause Analysis, Temperature Gauge, Rtd, Control Valves, Plc, Software Testing, Level Switch"
BUSINESS ANALYST L2,Wipro,1-3 Yrs,Not Provided,Mumbai,"Business Analyst, Root Cause Analysis, Business Integration, Customer Feedback, Customer Satisfaction, Digital Transformation, Research, Business Analysis"
FUNCTIONAL CONSULTANT L2(CONTRACT),Wipro,8-10 Yrs,Not Provided,Mumbai,"Crm, Design, Ms Dynamics Crm, Digital Transformation, Digital, Contracts, Microsoft, Transformation"
Microsoft Active Directory Admin_L3,Wipro,5-8 Yrs,Not Provided,Mumbai,"Active Directory, Root Cause Analysis, Automation, Compliance, Architecture, Disaster Recovery, Talent Management, Digital Transformation"
ADMINISTRATOR L1,Wipro,1-6 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Configuring, Digital Transformation, Ims, Sql, Digital"
LEAD ADMINISTRATOR L1,Wipro,5-8 Yrs,Not Provided,Mumbai,"Compliance, Root Cause Analysis, Automation, Architecture, Oracle Database, Disaster Recovery, Talent Management, Digital Transformation"
Site Reliability Engineer (SRE),Wipro,3-5 Yrs,Not Provided,Mumbai,"Sre, Design, Azure, Software Development, Site Reliability, Chaos Engineering, Alerting, Cloud"
ADMINISTRATOR L2(CONTRACT),Wipro,1-3 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Configuring, Digital Transformation, Ims, Digital, Contracts"
Major Incident Manager - L1,Wipro,5-8 Yrs,Not Provided,Mumbai,"Helpdesk, Team Management, Leadership, Im, Customer Satisfaction, Digital Transformation, Major Incident Management, Design"
LEAD ADMINISTRATOR L1,Wipro,5-8 Yrs,Not Provided,Mumbai,"Compliance, Root Cause Analysis, Team Management, Sla, Disaster Recovery, Digital Transformation, Performance Tuning, Troubleshooting"
MS Dynamics CRM Developer,Wipro,5-8 Yrs,Not Provided,Mumbai,"Crm, Automation, Erp, Ms Dynamics Crm, Architecture, Digital Transformation, Architectural Design, Microsoft Dynamics"
ADMINISTRATOR L2(CONTRACT),Wipro,1-3 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Configuring, Digital Transformation, Ims, Transformation, Administration"
ADMINISTRATOR L1,Wipro,1-6 Yrs,Not Provided,Mumbai,"Sla, Design, Aix, Digital Transformation, Transformation, Administration, Digital, L1"
BUSINESS ANALYST L2,Wipro,1-3 Yrs,Not Provided,Mumbai,"Business Analyst, Root Cause Analysis, Business Integration, Customer Feedback, Customer Satisfaction, Digital Transformation, Research, Qa"
CYBER SECURITY ANALYST L2(CONTRACT),Wipro,1-3 Yrs,Not Provided,Mumbai,"Firewalls, Root Cause Analysis, Information Security, Disaster Recovery, Security Awareness, Cybersecurity, Digital Transformation, Maintenance"
Technical Security Lead,Wipro,8-10 Yrs,Not Provided,Mumbai,"Cloud Security, Technology Management, Csat, Risk Assessment, Network Security, Ip, Information Security, It Infrastructure"
Java Developer,Wipro,3-5 Yrs,Not Provided,Mumbai,"Java Developer, Root Cause Analysis, Software Development Life Cycle, Java, Software Development, Programming, Programming Languages, Digital Transformation"
Administrator - L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Linux, Configuring, Digital Transformation, Ims, Digital"
ADMINISTRATOR L2(CONTRACT),Wipro,1-3 Yrs,Not Provided,Mumbai,"Network Data, Root Cause Analysis, Network Engineering, Networking, Network Security, Routing, Bgp, Load Balancing"
SYSTEM ENGINEER L1(CONTRACT),Wipro,2-6 Yrs,Not Provided,Mumbai,"Technical Support, Design, Communication Skills, Remote Support, Vpn, Digital Transformation, Operating System, Research"
VMware Server Admin,Wipro,8-10 Yrs,Not Provided,Mumbai,"Vmware, High Availability, San, Vra, Vrops, Configuring, Templates, Digital Transformation"
ADMINISTRATOR L2,Wipro,1-3 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Websphere, Configuring, Digital Transformation, Ims, Transformation"
Testing lead,Wipro,5-8 Yrs,Not Provided,Mumbai,"Compliance, Design, Api Automation, Customer Service, Automation, Technical Support, Legal, Automation Testing"
DEVELOPER L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Qualityassurance, Root Cause Analysis, Software Development Life Cycle, Design, Software Development, Programming, Programming Languages, Digital Transformation"
DEVELOPER L2,Wipro,1-3 Yrs,Not Provided,Mumbai,"Java, Root Cause Analysis, Temperature Gauge, Rtd, Control Valves, Plc, Software Testing, Level Switch"
Sr Java developer,Wipro,3-5 Yrs,Not Provided,Mumbai,"Java Developer, Root Cause Analysis, Software Development Life Cycle, Java, Software Development, Programming, Programming Languages, Digital Transformation"
MAJOR INCIDENT MANAGER L1(CONTRACT),Wipro,4-9 Yrs,Not Provided,Mumbai,"Sla, Design, Servicenow, Bfsi, Digital Transformation, Stakeholder Communication, Incident management, Digital"
CYBER SECURITY ANALYST L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Gcp, Root Cause Analysis, Information Security, Disaster Recovery, Security Awareness, Cybersecurity, Digital Transformation, Maintenance"
TECHNO FUNCTIONAL CONSULTANT L2,Wipro,8-10 Yrs,Not Provided,Mumbai,"Architecture, Automation, Erp, Digital Transformation, Architectural Design, Maintenance, Automation Tools, Design"
ADMINISTRATOR L2(CONTRACT),Wipro,1-3 Yrs,Not Provided,Mumbai,"Sla, Design, Aix, Digital Transformation, Digital, Contracts, Transformation, Administration"
ADMINISTRATOR L2,Wipro,1-3 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Weblogic, Configuring, Digital Transformation, Ims, Transformation"
Network Design & Implementation Engineer,Wipro,5-8 Yrs,Not Provided,Mumbai,"Design, Communication Skills, Vpn, Network Devices, Digital Transformation, Gre, Level Design, Ccnp"
TECHNO FUNCTIONAL CONSULTANT L2,Wipro,8-10 Yrs,Not Provided,Mumbai,"Finance, Technical Documentation, Design, Oracle Apps, Business Processes, Digital Transformation, Solution Delivery, Oracle"
ADMINISTRATOR L3(CONTRACT),Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, It Operations, It Operations Management, Configuring, Digital Transformation, Operations"
Java Developer,Wipro,1-3 Yrs,Not Provided,Mumbai,"Java Developer, Root Cause Analysis, Software Development Life Cycle, Java, Software Development, Programming, Programming Languages, Digital Transformation"
LEAD ADMINISTRATOR L1,Wipro,5-8 Yrs,Not Provided,Mumbai,"Compliance, Root Cause Analysis, Automation, Architecture, Disaster Recovery, Talent Management, Digital Transformation, Middleware"
DEVELOPER L2,Wipro,1-3 Yrs,Not Provided,Mumbai,"Qualityassurance, Root Cause Analysis, Software Development Life Cycle, Design, Software Development, Development Life Cycle, Programming, Programming Languages"
TECHNO FUNCTIONAL CONSULTANT L2(CONTRACT),Wipro,8-10 Yrs,Not Provided,Mumbai,"Architecture, Automation Tools, Design, Automation, Erp, Business Processes, Intranet, Process Optimization"
ADMINISTRATOR L3(CONTRACT),Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Weblogic, Configuring, Digital Transformation, Ims, Transformation"
Techno Functional Consultant - L2,Wipro,8-10 Yrs,Not Provided,Mumbai,"Architecture, Automation, Erp, It Hardware, Digital Transformation, Architectural Design, Maintenance, Automation Tools"
AUTOMATION LEAD L1,Wipro,5-8 Yrs,Not Provided,Mumbai,"Automation, Design, Export, Digital Transformation, Access Control, Maintenance, Operations, Business Continuity"
NETWORK ENGINEER L0(CONTRACT),Wipro,5-10 Yrs,Not Provided,Mumbai,"Network Engineer, Administration, Architecture, Network Security, Digital Transformation, Troubleshooting, Switching, Stp"
ADMINISTRATOR L2(CONTRACT),Wipro,1-3 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Cloud, Configuring, Digital Transformation, Oracle, Ims"
ADMINISTRATOR L3(CONTRACT),Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Linux, Configuring, Digital Transformation, Ims, Transformation"
ADMINISTRATOR L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Configuring, Digital Transformation, Ims, Switching, L3"
ADMINISTRATOR L2(CONTRACT),Wipro,1-3 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, It Operations, It Operations Management, Configuring, Digital Transformation, Operations"
CHANGE MANAGER L2(CONTRACT),Wipro,2-7 Yrs,Not Provided,Mumbai,"Compliance, Change Management, Design, Risk Assessment, Servicenow, Bfsi, Digital Transformation, Transformation"
APPLICATION ARCHITECT L1,Wipro,8-10 Yrs,Not Provided,Mumbai,"Architecture, Enterprise Architecture, Java, Automation, It Management, Apis, Blockchain, Intellectual Property"
SYSTEM ENGINEER L2,Wipro,1-3 Yrs,Not Provided,Mumbai,"Technical Support, Design, Communication Skills, Remote Support, Vpn, Digital Transformation, Operating System, Research"
TECHNO FUNCTIONAL CONSULTANT L1,Wipro,5-8 Yrs,Not Provided,Mumbai,"Architecture, Automation, Erp, Digital Transformation, Architectural Design, Microsoft Dynamics, Maintenance, Automation Tools"
BMC Helix ITSM Specialist,Wipro,1-3 Yrs,Not Provided,Mumbai,"Itsm, Design, Digital Transformation, Troubleshooting, Operating Systems, Transformation, Operating, Digital"
ADMINISTRATOR L2,Wipro,1-3 Yrs,Not Provided,Mumbai,"Sla, Design, Oracle Database, Digital Transformation, Oracle, Transformation, Administration, L2"
ADMINISTRATOR L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Sla, Root Cause Analysis, Design, Incident Analysis, Cloud, Digital Transformation, Oracle, L3"
INFRASTRUCTURE AND PLATFORM ARCHITECT L2,Wipro,8-10 Yrs,Not Provided,Mumbai,"Cloud Computing, Design, Cloud, Digital Transformation, Computation, Transformation, Architecture, L2"
ADMINISTRATOR L2,Wipro,1-3 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Sql Server, Configuring, Digital Transformation, Ims, Sql"
TECHNO FUNCTIONAL CONSULTANT L2,Wipro,8-10 Yrs,Not Provided,Mumbai,"Linux, Technical Documentation, Design, Business Processes, Digital Transformation, Solution Delivery, Solution Design, Troubleshooting"
LEAD ADMINISTRATOR L2,Wipro,8-10 Yrs,Not Provided,Mumbai,"Compliance, Root Cause Analysis, Automation, Architecture, Windows Server, Disaster Recovery, Talent Management, Digital Transformation"
TECHNO FUNCTIONAL CONSULTANT L1,Wipro,5-8 Yrs,Not Provided,Mumbai,"Architecture, Automation Tools, Design, Automation, Erp, Business Processes, Intranet, Process Optimization"
TECHNO FUNCTIONAL CONSULTANT L3,Wipro,10-15 Yrs,Not Provided,Mumbai,"Architecture, Automation Tools, Design, Automation, Erp, Business Processes, Intranet, Process Optimization"
ADMINISTRATOR L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Bfsi, Configuring, Digital Transformation, Ims, Business Analysis"
VMware Server Admin,Wipro,3-5 Yrs,Not Provided,Mumbai,"Vmware, Root Cause Analysis, Design, Client Servicing, Configuring, Digital Transformation, Ims, Digital"
LEAD ADMINISTRATOR L2,Wipro,8-10 Yrs,Not Provided,Mumbai,"Compliance, Automation, It Operations, Architecture, It Operations Management, Talent Management, Digital Transformation, Middleware"
TECHNO FUNCTIONAL CONSULTANT L1,Wipro,5-8 Yrs,Not Provided,Mumbai,"Architecture, Automation, Erp, Digital Transformation, Architectural Design, Maintenance, Automation Tools, Design"
LEAD ADMINISTRATOR L3,Wipro,10-15 Yrs,Not Provided,Mumbai,"Compliance, Root Cause Analysis, Automation, Architecture, Disaster Recovery, Talent Management, Digital Transformation, Middleware"
LEAD ADMINISTRATOR L2,Wipro,8-10 Yrs,Not Provided,Mumbai,"Compliance, Root Cause Analysis, Automation, Architecture, Disaster Recovery, Talent Management, Digital Transformation, Architectural Design"
ADMINISTRATOR L2,Wipro,1-3 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Linux, Configuring, Digital Transformation, Ims, Digital"
ADMINISTRATOR L2,Wipro,1-3 Yrs,Not Provided,Mumbai,"Sla, Design, It Operations, It Operations Management, Digital Transformation, Operations, Operations Management, Digital"
DEVELOPER L4,Wipro,5-8 Yrs,Not Provided,Mumbai,"Qualityassurance, Root Cause Analysis, Software Development Life Cycle, Design, Software Development, Programming, Programming Languages, Digital Transformation"
ADMINISTRATOR L2,Wipro,1-3 Yrs,Not Provided,Mumbai,"Client Servicing, Root Cause Analysis, Design, Configuring, Digital Transformation, Ims, Digital, Client"
CYBER SECURITY ANALYST L4,Wipro,5-8 Yrs,Not Provided,Mumbai,"Cybersecurity, Root Cause Analysis, Information Security, Disaster Recovery, Security Awareness, Digital Transformation, Maintenance, Vmware"
ADMINISTRATOR L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Sla, Root Cause Analysis, Design, Incident Analysis, Oracle Database, Digital Transformation, Oracle, Digital"
DEVOPS LEAD L2,Wipro,8-10 Yrs,Not Provided,Mumbai,"Devops, Compliance, Architecture, It Infrastructure, Talent Management, Digital Transformation, Onboarding, Recruitment"
CYBER SECURITY ANALYST L2,Wipro,1-3 Yrs,Not Provided,Mumbai,"Cybersecurity, Root Cause Analysis, Information Security, Disaster Recovery, Security Awareness, Vulnerability Management, Digital Transformation, Analytics"
ADMINISTRATOR L1,Wipro,1-6 Yrs,Not Provided,Mumbai,"Sla, Design, It Operations, It Operations Management, Digital Transformation, Operations, Operations Management, Digital"
LEAD ADMINISTRATOR L2,Wipro,8-10 Yrs,Not Provided,Mumbai,"Compliance, Root Cause Analysis, Automation, Architecture, Disaster Recovery, Talent Management, Digital Transformation, Middleware"
