Job_title,Company_name,Required_time_experience,Salary,Job_location,Skill
Zensar is Hiring For Guidewire PolicyCenter Config/Integ Developer,Zensar,4-9 Yrs,Not Provided,"Hybrid - Hyderabad, Pune, Bengaluru","Integration, Policy Center, Guidewire Policy Center, Guidewire Development, Guidewire, claimcenter, Billing Center, sbt"
Data Engineer-Data Platforms-Databricks,IBM,7-9 Yrs,Not Provided,"Pune, Bangalore Rural","python, cloud migration, data processing, microsoft azure, data warehousing, storage, data engineering, cloud technologies"
Windchill PLM Developer,Tata Consultancy Services,4-9 Yrs,Not Provided,"Hyderabad, Pune, Chennai","Windchill, PLM, Pdm Link, Customization, Debugging, Custom, PDM, Development"
SAP PAPM-6-15 Y-HYD-BLR-CHE-Pune-PWC AC,PwC Service Delivery Center,6-11 Yrs,Not Provided,"Hyderabad, Pune, Bengaluru","Profitability, Profitability Management, SAP PAPM, SAP, Ac, Management"
Java Back End Developer,Cognizant,6-10 Yrs,Not Provided,"Hybrid - Pune, Chennai, Bengaluru","Java, Hibernate, Springboot, Microservices, Backend, Spring Boot, End, Development"
Zensar is Hiring For Guidewire Digital Portal Developer,Zensar,5-10 Yrs,Not Provided,"Hybrid - Hyderabad, Pune, Bengaluru","jdp, guidewire portal developer, jutro, guidewire digital portal developer, gw digital portal developer, gw portal developer, React.Js, guidewire jutro"
Hiring ETL Tester,Hexaware Technologies,4-8 Yrs,"50,000-3 Lacs PA","Pune, Chennai, Bengaluru","Azure, ETL Testing, SQL, Python, Microsoft Azure, Hiring, Software testing, ETL"
Urgent Requirement: Guidewire Professionals at Zensar Technologies.,Zensar,5-10 Yrs,Not Provided,"Hybrid - Hyderabad, Pune, Bangalore/Bengaluru","Billing Center, Integration, Configuration, guidewire, Policy Center, POLICYCENTER, Bc, Portal Development"
ServiceNow HRSD- Technical Lead,Tata Consultancy Services,6-8 Yrs,Not Provided,"Nagpur, Pune, Bengaluru","HRSM, Hr Services, SERVICENOW HR, SERVICENOW HRSD, Hrsd, Technical, Servicenow, Technical leadership"
Automation Tester- Walk in Drive,Tata Consultancy Services,4-9 Yrs,Not Provided,"Pune, Chennai, Bengaluru","Java, Automation Testing, Selenium, Drives, Software testing, Automation"
Fullstack Developer,Capgemini,6-8 Yrs,15-25 Lacs PA,"Pune, Chennai, Bengaluru","Java Fullstack, React.Js, Angular, Development, Full Stack, Fullstack Development, Java"
VmWare Storage Administrator,Tata Consultancy Services,4-8 Yrs,Not Provided,"Pune, Chennai, Bengaluru","VMware, SAN, NAS, switches, Storage Administration, Switching, Storage, Administration"
ServiceNow SPM Developer,Tata Consultancy Services,6-8 Yrs,Not Provided,"Nagpur, Pune, Bengaluru","SPM, servicenow, Demand Management, PPM, Development, Management"
Java Lead,Tata Consultancy Services,8-12 Yrs,Not Provided,"Pune, Chennai, Bengaluru","Java, Spring Boot, Microservices, Linux, Javascript, Oracle, Angular, SQL"
Python RestAPI,Hexaware Technologies,6-9 Yrs,Not Provided,"Hybrid - Pune, Chennai, Bengaluru","RestAPI, Azure Databricks, Python, SQL, Rest, Microsoft Azure"
Java Spring boot Microservices,Tata Consultancy Services,5-10 Yrs,Not Provided,"Hyderabad, Pune, Chennai","Java, Spring Boot, Microservices, Spring, Spring Microservices, Java Spring Boot, Boot"
Data engineer-Data Integration,IBM,7-9 Yrs,Not Provided,"Pune, Bangalore Rural, Chennai","ab initio, software, data mapping, business intelligence, sql, solution design, load, design"
Uft Automation Tester,Tata Consultancy Services,4-7 Yrs,Not Provided,"Pune, Chennai, Bengaluru","Uft Automation, QTP Testing, Uft, QTP, Automation testing, Software testing, Automation, Uft Testing"
"Python, PySpark, DBT",Tata Consultancy Services,5-10 Yrs,Not Provided,"Pune, Chennai, Bengaluru","Pyspark, Data Build Tool, Python, Build, Build Automation, Tools, Data"
Java Full Stack Developer,Tata Consultancy Services,6-11 Yrs,Not Provided,"Pune, Chennai, Bengaluru","Javascript, React.Js, Microservices, Angular, Spring Boot, SQL Server, Boot, Spring"
Automation Architect,Tata Consultancy Services,8-12 Yrs,Not Provided,"Pune, Chennai, Bengaluru","Java, Test Architecture, Automation Testing, Selenium, Automation, Software testing, Architecture, Automation engineering"
Senior Data Scientist,Fractal Analytics,6-11 Yrs,Not Provided,Pune,"Computer science, Team management, Linux, RF, Image processing, Analytical, Consulting, Machine learning"
T shaped Data Engineer (Data Engineer + DevOps),Tata Consultancy Services,5-10 Yrs,Not Provided,"Hyderabad, Pune, Chennai","GCP, Devops, Machine Learning, Python, T, Machine, Data"
Data Consultant-Data Governance,IBM,6-7 Yrs,Not Provided,"Pune, Bangalore Rural, Chennai","metadata, data management, data, metadata management, consulting, business analysis, data warehousing, analysis"
LLM Engineer,PwC Service Delivery Center,4-8 Yrs,8-18 Lacs PA,"Hybrid - Hyderabad, Pune, Bengaluru","GEN AI, Agentic AI, LLM, Gen, Artificial Intelligence"
Senior Data Engineer,TEKsystems,6-11 Yrs,19-32.5 Lacs PA,"Hybrid - Hyderabad, Pune, Delhi / NCR","snowflake, Data Engineering, dbt, Python, Data Ingestion, Bigquery, airflow, airbyte"
Guidewire developer,Capgemini,6-11 Yrs,Not Provided,Pune,"javascript, digital, continuous integration, cd, rest, cli, css, ci/cd"
Control-M Batch Distributed - Chennai / Pune / Bangalore,Tata Consultancy Services,5-10 Yrs,Not Provided,"Pune, Chennai, Bengaluru","Bmc Control-M, Control-M, Batch Monitoring, Scheduling, control-m server, Bmc, Server, Batch"
Walk-in || Sap Sd Consultant,Tata Consultancy Services,Not Provided,Not Provided,Not Provided,"SAP Sd, Implementation, Sap Sales And Distribution, S4 hana, Sales And Distribution, SAP, Sales, Distribution"
Walk-in || Sap Fico Consultant,Tata Consultancy Services,Not Provided,Not Provided,Not Provided,"SAP Fico, SAP FICO Implementation, S4 hana, FICO, SAP, Saps, SAP Hana, Consulting"
Application Support Engineer,Accenture,0-2 Yrs,Not Provided,Mumbai,"Visio, Administration, Networking, Accounting, Voip, Telecommunication, Maintenance, Troubleshooting"
Visualization Specialist,Tata Consultancy Services,5-10 Yrs,Not Provided,"Hyderabad, Bengaluru, Mumbai (All Areas)","Visualizing, Power Bi, Data Visualization, Tableau, Artificial Intelligence, Python, SQL, Data"
Walk-in || Sap Abap Consultant,Tata Consultancy Services,Not Provided,Not Provided,Not Provided,"SAP ABAP, S4 Hana, implementation, SAP, Abap, Consulting, SAP S Hana, SAP Hana"
Solution Architect,Tata Consultancy Services,10-20 Yrs,20-30 Lacs PA,"Gurugram, Bengaluru, Mumbai (All Areas)","Solution Architecting, Java Architecture, Banking Software, Credit Limit, Java, loans domain, Banking Solutions, DNS"
Product Integration Engineer Java,Tata Consultancy Services,5-10 Yrs,Not Provided,"Chennai, Bengaluru, Mumbai (All Areas)","Banking domain, Struts, Java Ee Applications, Angular, Microservices, Java, Architecture, Payment processing systems"
Trading Services Associate II,JPMorgan Chase Bank,0-4 Yrs,Not Provided,Mumbai,"Trade, Automation, Change management, Financial markets, Compliance, Analytical, Machine learning, Continuous improvement"
Platform Engineer (Project Portfolio Management)- Bhub/Hyd/Kolk/Bang,Tata Consultancy Services,3-8 Yrs,Not Provided,"Bhubaneswar, Kolkata, Bengaluru","Platform engineering, Cloud, Devops, Servicenow PPM, ERP, CRM, Management, Servicenow Tool"
Manager - Cloud Application Security Support,PwC Service Delivery Center,8-13 Yrs,Not Provided,"Hybrid - Kolkata, Hyderabad, Bengaluru","Oracle Application Security Support, Application Security Support, ERP Security Support, Oracle Apps, ERP Security, Cloud, Management, Application security"
Java Selenium API Tester,HCLTech,6-10 Yrs,11-15 Lacs PA,"Hybrid - Noida, Chennai, Bengaluru","Java, API Testing, Selenium, Automation Testing, Python, API, Java Selenium, Automation"
GN - SONG - Service - Genesys  Senior Manager,Accenture,12-15 Yrs,Not Provided,"Mumbai, Chennai, Bengaluru","Genesys Cloud administration, Genesys Predictive Routing, Genesys WFM, Genesys Cloud Modelling, Customer Service Operations, Customer service, Routing, Cloud Administration"
Elastic Path Developer,Tata Consultancy Services,4-6 Yrs,Not Provided,"Mumbai, Hyderabad, Bengaluru","Java, J2Ee, Elastic Path, Elastic Search, Development"
Sap Project Delivery Manager,Capgemini,10-20 Yrs,Not Provided,"Hybrid - Hyderabad, Bengaluru, Mumbai (All Areas)","SAP Project Management, Sap Delivery Management, SAP Implementation, Project management, Management, Delivery management, Project, Delivery"
IMU - AI & Data Manager,Accenture,4-8 Yrs,Not Provided,Mumbai,"ai, snowflake, python, predictive analytics, databricks, data warehousing, power bi, machine learning"
Full Stack .NET Developer - Associate,PwC Service Delivery Center,2-4 Yrs,Not Provided,"Hybrid - Hyderabad, Bengaluru","Azure, .Net, MVC, Angular, C#, CSS, AI, HTML"
Microsoft Dynamics Ax Technical Consultant,Atos,6-11 Yrs,Not Provided,"Hybrid - Mumbai, Chennai, Bengaluru","MorphX, X++, Microsoft Dynamics AX, SSRS, SQL Server, SQL, Microsoft, Serv"
Bambo Consultant - Devops Lead,Wipro,7-12 Yrs,Not Provided,"Hybrid - Hyderabad, Bengaluru","Bamboo, Devops, Ci Cd Pipeline, Consulting, Continuous Integration, Pipeline, Cd, Cd"
Senior Consultant - Tech Consulting (Digital Engineering),EY,3-8 Yrs,Not Provided,Pune,"Architecture, Salesforce Development, Business Consulting, Business Processes, Legal, Agile, Operations, Salesforce"
Guidewire Business Analyst,PwC Service Delivery Center,4-9 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","Business Analyst, Policy Center, Billing Ceneter, Guidewire, Claimcenter, Business analysis, Claims processing, Billing"
Data Engineer,PwC Service Delivery Center,2-5 Yrs,Not Provided,"Hybrid - Hyderabad, Bengaluru","Ibm Datastage, SQL Server, AWS, SQL, Data Engineering, DB2, Azure Cloud, SLA"
Syndigo - 2 July (Thrus) - Virtual Interview - Bangalore Noida,Tata Consultancy Services,4-9 Yrs,Not Provided,"Noida, Bengaluru","PIM, MDM, Syndigo, Riversand, Product Information Management, Master Data Management, Management, Master data"
Java Spring Boot Developer,Tata Consultancy Services,4-9 Yrs,5-15 Lacs PA,"Hyderabad, Chennai, Bengaluru","Java, Spring Boot, AWS, Microservices, Hibernate, Core java, Spring, springboot"
DataStage,Tata Consultancy Services,5-7 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","Datastage, ETL, Pl / Sql Development, DB2, SQL, PLSQL, Development, DBMS"
Sharepoint Administrator,Tech Mahindra,7-10 Yrs,Not Provided,"Hybrid - Hyderabad, Chennai, Bengaluru","Administration, Microsoft, Sharepoint, Sharepoint Administration"
Java Full Stack Developer,Tata Consultancy Services,4-9 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","Java, Azure, Spring Boot, React, AWS, Fullstack Development, Full Stack, Java Fullstack"
Java Back End Developer,Tata Consultancy Services,6-10 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","Java, Backend, Spring Boot, Microservices, Kafka, Backend Development, Kubernetes, Java Development"
Dot Net Developer,Tata Consultancy Services,4-9 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","C#, .Net, Asp.Net Core, azure, .Net Core, Web Api, rest api, ASP.Net"
Walk-in || Tcs is  Urgently  hiring For Azure Dot Net_WALKIN DRIVE,Tata Consultancy Services,Not Provided,Not Provided,Not Provided,"C#, .Net, Python, azure, Hiring, TCAE, DoT, Drives"
Azure Data Engineer,Tata Consultancy Services,7-11 Yrs,Not Provided,"Hyderabad, Bengaluru","Azure Data Factory, gx, Pyspark, Azure Databricks, Microsoft Azure, Factory, Data"
GCP Cloud Architect,Tata Consultancy Services,10-12 Yrs,Not Provided,"Kolkata, Hyderabad, Chennai","GCP Architect, Gcp Cloud, gcp, Architecture, Cloud"
Jira Administrator,Tata Consultancy Services,4-7 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","Jira Administration, Atlassian, Confluence, Administration, JIRA"
Walk-in || Tcs is hiring For Python+Pyspark with Aws/Azure_Walkin Drive,Tata Consultancy Services,Not Provided,Not Provided,Not Provided,"Pyspark, Azure, AWS, Python, Hiring, TCAE, Drives, Microsoft Azure"
GCP Data Engineer,Tata Consultancy Services,4-9 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","BigQuery, GCP, PySpark, ETL, Dataflow, Google Cloud Platform, Data Flow, Google"
"QA Automation (Playwright, Selenium)",Tata Consultancy Services,5-10 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","Playwright, Automation Testing, Selenium, Quality assurance, QA automation, Software testing, Automation"
Java Spring boot + GCP Developer,Tata Consultancy Services,5-10 Yrs,Not Provided,"Kolkata, Chennai, Bengaluru","Java, GCP, Spring Boot, Google Cloud Platforms, Java Spring Boot, Cloud Platform, Cloud, Spring"
Atlassian Administrator,Tata Consultancy Services,4-8 Yrs,Not Provided,"Hyderabad, Bengaluru","Confluence, Atlassian Jira, Atlassian Admin, Administration, JIRA, Atlassian"
Java full Stack Developer with React JS,Tata Consultancy Services,6-11 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","Reacts Js, Java, spring, oracle, git, Java8, maven, API"
Oracle Ebs Finance Functional Consultant,PwC India,4-8 Yrs,Not Provided,"Hyderabad, Bengaluru","EBS, General Ledger, Oracle Finance, R12, Oracle Financials, Oracle General Ledger, Oracle E-business Suite, Consulting"
Python Full Stack Developer,Globallogic,5-10 Yrs,Not Provided,"Noida, Bangalore Rural","azure cloud services, continuous integration, kubernetes, redux, css, ci/cd, docker, sql"
Automation Tester,Capgemini,4-9 Yrs,5-11 Lacs PA,"Hybrid - Hyderabad, Bangalore Rural, Bengaluru","Playwright, Playwright Automation, Automation Testing, Automation, Software testing"
Performance Tester - Jmeter,Capgemini,4-9 Yrs,9-12 Lacs PA,"Hybrid - Hyderabad, Bengaluru","Performance Testing, JMeter, Performance Center, Stress Testing, Load Testing, Load, Software testing, Performance"
Automation Test Engineer - API automation,Capgemini,6-9 Yrs,9-12 Lacs PA,"Hybrid - Hyderabad, Bengaluru","Api Automation, Java, Rest Assured, Rest Api Testing, Automation Testing, Ui Automation, Selenium, Rest"
Walk-in || F2F Drive @Bangalore and Hyderabad For Mobile Appium,Capgemini,Not Provided,Not Provided,Not Provided,"Mobile Automation, Appium, Mobile Automation Testing, IOS, Android, Automation testing, Io, Mobile testing"
Performance Tester - LoadRunner,Capgemini,4-9 Yrs,Not Provided,"Hybrid - Hyderabad, Bengaluru","Performance Testing, Load Runner, Load Testing, Load, Software testing, Performance, Runner"
Java Full Stack Developer,Tata Consultancy Services,8-10 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","Java, Spring Boot, Microservices, Angular, Stack, Boot, Bootstrap, Development"
Snowflake Developer,Tata Consultancy Services,8-10 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","Snowflake, Data Build Tool, ETL, Build, Development, Data, Build Automation, Tools"
Java Developer,Tata Consultancy Services,6-10 Yrs,Not Provided,"Hyderabad, Bengaluru, Delhi / NCR","Java, GCP, Spring Boot, Microservices, Java Development, Boot, Development, Spring"
Senior AWS Integration Engineer,Tata Consultancy Services,6-8 Yrs,Not Provided,"Bhubaneswar, Hyderabad, Bengaluru","Product Owner, EIP Architects, Informa Integration, LLD Low Level Technical Design, High Level Technical Design, EIP, Technical design, AWS"
AWS Tech Lead,Tata Consultancy Services,8-10 Yrs,Not Provided,"Bhubaneswar, Hyderabad, Bengaluru","HLD, MuleSoft Architect, MuleSoft Senior, Productivity, Automation, Junior Developers, LLD, Re-usability"
Mainframe Developer,Tata Consultancy Services,6-8 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","VSAM, COBOL, Mainframe, CICS, DB2, SQL, DBMS, Mainframes"
Python+SQL,Tata Consultancy Services,5-10 Yrs,Not Provided,"Hyderabad, Bengaluru","Pandas, API, Python, SQL"
GCP Solution Architect,Tata Consultancy Services,12 Yrs,"50,000 PA","Hyderabad, Chennai, Bengaluru","AWS or Azure, AWS, Professional Cloud Architect, GCP Solution Architect, Microsoft Azure, Cloud, GCP, Architecture"
"Java Developer (Springboot,Microservices)",Tata Consultancy Services,6-8 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","Java, Spring Boot, Microservices, Backend Development, Rest, Kafka, API, Kubernetes"
Java Spring Boot Developer,Tata Consultancy Services,6-11 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","Java Spring Boot, Spring Boot, Microservices, Boot, Development, Java, Spring"
"Java Backend Developer with AWS & Kafka-Bangalore,Hyderabad",Capco,7-12 Yrs,Not Provided,"Hybrid - Hyderabad, Bengaluru","Java, Kafka, Springboot, Microservices, Algorithms, GCP, Design Patterns, Data Structures"
"Hiring For ""Murex""",HCLTech,12-22 Yrs,12-22 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru","Treasury, Murex, Capital Market, Calypso, investment, Derivatives, Hiring"
Gcp Data Engineer,Tata Consultancy Services,6-9 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","Data Engineering, GCP, Java Spring Boot, Google Cloud Platforms, Bigquery, Cloud Platform, Cloud, Boot"
AWS Senior DevOps Engineer - S,Tata Consultancy Services,8-12 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","AWS, Jenkins, GIT, Aws Devops, Terraform, Devops, Senior, S"
Automation Engineer,Tata Consultancy Services,6-10 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","Java, API Testing, Selenium, Testng, Automation Testing, Cucumber, SQL Scripting, Scripting"
Automation Engineer,Tata Consultancy Services,6-10 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","Java, API Testing, Selenium, Testng, Automation Testing, Cucumber, SQL Scripting, Scripting"
Java Spring Boot Developer,Tata Consultancy Services,6-11 Yrs,Not Provided,"Hyderabad, Bengaluru","Java Spring Boot, Spring Boot, Microservices, Spring Microservices, Boot, Development, Java, Spring"
Java Spingboot and Micorservices,Tata Consultancy Services,6-11 Yrs,Not Provided,"Hyderabad, Bengaluru","Springboot Java, Java Spring Boot, Microservices, Spring, Spring Boot, Java, Boot"
Java Spring boot + GCP,Tata Consultancy Services,5-10 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","Java, GCP, Spring Boot, Java Spring Boot, Spring, Boot"
Tcs is hiring For Automation Selenium,Tata Consultancy Services,5-10 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","Api Automation, Automation, Selenium Java, Selenium, Hiring, Java, API, Automation Selenium"
Cloud Technical Architect,Accenture,7-12 Yrs,Not Provided,Hyderabad,"cds views, sap, performance tuning, transformation, sql, cloud, coding, technical architecture"
Custom Software Engineer,Accenture,5-10 Yrs,Not Provided,Hyderabad,"Software Engineer, Performance Optimization, Import, Cad, Soap, System Administrator, Configuration Management, Rest"
Cloud Technical Architect,Accenture,3-8 Yrs,Not Provided,Hyderabad,"Cloud, Automation, Sap, Business Analyst, Business Models, Sap Development, Subject Matter Expert, Sap Hana"
Technology Support Engineer,Accenture,2-5 Yrs,Not Provided,Hyderabad,"Compliance, Azure, Github, Alerting, Ai, Infrastructure As Code, Prometheus, Iac"
Full Stack Engineer,Accenture,2-5 Yrs,Not Provided,Hyderabad,"Full Stack, Tensorflow, Compliance, Ai, Llm, Microservices, Back End, Front End"
GN-IC-Software & Platforms-Data Center -Consultant,Accenture,5-10 Yrs,Not Provided,Hyderabad,"Architecture, Enterprise Architecture, Edge Computing, Ace, Financial Services, Power Systems, C, Networking"
User Experience Engineer,Accenture,2-5 Yrs,Not Provided,Bengaluru,"user experience, rest, erp, oracle, web services, ui development, cloud development, subject matter expert"
Cloud System Admin,Cradlepoint,3-6 Yrs,Not Provided,Bengaluru,"Business process, Service assurance, Test design, Performance testing, Data quality, Test cases, Troubleshooting, Information technology"
"Principal, Software Engineer",Walmart,10-15 Yrs,Not Provided,Bengaluru,"Computer science, Product management, Operational excellence, Coding, Analytical, Machine learning, Information retrieval, Data structures"
